observation number,publication number,Title ,Authors,Data_extracted_by,Extraction_date,Continent, Country,year_of_experiment,Site,lat_decimals,long_decimals,eco_type,Annual_precip ,precipitation_levels,Annual_temp,Regional_climate ,climatic_region,SOM,Soil C %,Soil N%,Soil C:N ratio ,Soil pH,litterbags_size_cm2,Fauna_available, Top_mesh_size,Fauna_group,Bottom_mesh_size,Burial_location  ,Time_Days,Duration_period,spc_abbr, Litter_type,Drying_method,Oven_temp_C,Litter_size,sp_div_in_mixture,species_richness,propotions,Mixture_mass_ratio,n_expected,n_observed,Lit_Car,Lit_Nit,Lit_Pho,Lit_Lig,Lit_Car_Nit_ratio,Lit_Lig_Nit_ratio,expected_decay_k,observed_decay_k,initial_weight_g,Final_weight_g,m_expected,sd_expected,m_observed,sd_observed,obs_per_day,exp_per_day,sd_obsv_per_day,sd_exp_per_day
536,34,Context dependency of litter-mixing effects on decomposition and nutrient release across a long-term chronosequence,Micael Jonsson and David A. Wardle 2008,Denis Mburu Njoroge,24/06/2020,Europe,Sweden,2006,Hornavan and Uddjaure medium-size islands with shrubs ,66.09,17.55,Forest,572,low,N/A,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,69.225,absent,1,mesofauna,N/A,Surface ,365,long,"Vm, Eh,Vv,Bp,Ps,Pa","shrub, evergreen and Deciduous",Air dried,N/A,Whole leaf,6,six,equal,1:1:1:1:1:1,10,10,N/A,0.873,0.094,N/A,N/A,N/A,N/A,N/A,1.2,0.73,37.95,3.16,39.542,3.16,0.108334247,0.103972603,0.008657534,0.008657534
537,34,Context dependency of litter-mixing effects on decomposition and nutrient release across a long-term chronosequence,Micael Jonsson and David A. Wardle 2008,Denis Mburu Njoroge,24/06/2020,Europe,Sweden,2006,Hornavan and Uddjaure large islands with shrubs removal,66.09,17.55,Forest,572,low,N/A,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,69.225,absent,1,mesofauna,N/A,Surface ,365,long,"Vm,Eh,Vv",shrubs,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,10,10,N/A,0.863,0.0903,N/A,N/A,N/A,N/A,N/A,1.2,0.67,40.157,3.16,44.352,3.16,0.121512329,0.110019178,0.008657534,0.008657534
538,34,Context dependency of litter-mixing effects on decomposition and nutrient release across a long-term chronosequence,Micael Jonsson and David A. Wardle 2008,Denis Mburu Njoroge,24/06/2020,Europe,Sweden,2006,Hornavan and Uddjaure large islands with shrubs removal,66.09,17.55,Forest,572,low,N/A,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,69.225,absent,1,mesofauna,N/A,Surface ,365,long,"Vm,Ps,Pa",shrub and Deciduous,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,10,10,N/A,0.881,0.098,N/A,N/A,N/A,N/A,N/A,1.2,0.71,40.3,3.16,40.923,3.16,0.112117808,0.110410959,0.008657534,0.008657534
539,34,Context dependency of litter-mixing effects on decomposition and nutrient release across a long-term chronosequence,Micael Jonsson and David A. Wardle 2008,Denis Mburu Njoroge,24/06/2020,Europe,Sweden,2006,Hornavan and Uddjaure large islands with shrubs removal,66.09,17.55,Forest,572,low,N/A,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,69.225,absent,1,mesofauna,N/A,Surface ,365,long,"Bp,Ps,Pa","shrub, evergreen and Deciduous",Air dried,N/A,Whole leaf,3,three,equal,01:01:01,10,10,N/A,0.882,0.101,N/A,N/A,N/A,N/A,N/A,1.2,0.73,38.52,3.16,39.064,3.16,0.107024658,0.105534247,0.008657534,0.008657534
540,34,Context dependency of litter-mixing effects on decomposition and nutrient release across a long-term chronosequence,Micael Jonsson and David A. Wardle 2008,Denis Mburu Njoroge,24/06/2020,Europe,Sweden,2006,Hornavan and Uddjaure large islands with shrubs removal,66.09,17.55,Forest,572,low,N/A,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,69.225,absent,1,mesofauna,N/A,Surface ,365,long,"Vm, Eh,Vv,Bp,Ps,Pa","shrub, evergreen and Deciduous",Air dried,N/A,Whole leaf,6,six,equal,1:1:1:1:1:1,10,10,N/A,0.873,0.094,N/A,N/A,N/A,N/A,N/A,1.2,0.69,39.34,3.16,42.737,3.16,0.117087671,0.107780822,0.008657534,0.008657534
541,34,Context dependency of litter-mixing effects on decomposition and nutrient release across a long-term chronosequence,Micael Jonsson and David A. Wardle 2008,Denis Mburu Njoroge,24/06/2020,Europe,Sweden,2006,Hornavan and Uddjaure large islands with shrubs ,66.09,17.55,Forest,572,low,N/A,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,69.225,absent,1,mesofauna,N/A,Surface ,365,long,"Vm,Eh,Vv",shrubs,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,10,10,N/A,0.863,0.0903,N/A,N/A,N/A,N/A,N/A,1.2,0.71,38.46,3.16,40.814,3.16,0.111819178,0.105369863,0.008657534,0.008657534
542,34,Context dependency of litter-mixing effects on decomposition and nutrient release across a long-term chronosequence,Micael Jonsson and David A. Wardle 2008,Denis Mburu Njoroge,24/06/2020,Europe,Sweden,2006,Hornavan and Uddjaure large islands with shrubs ,66.09,17.55,Forest,572,low,N/A,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,69.225,absent,1,mesofauna,N/A,Surface ,365,long,"Vm,Ps,Pa",shrub and evergreen,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,10,10,N/A,0.881,0.098,N/A,N/A,N/A,N/A,N/A,1.2,0.73,39.52,3.16,39.45,3.16,0.108082192,0.108273973,0.008657534,0.008657534
543,34,Context dependency of litter-mixing effects on decomposition and nutrient release across a long-term chronosequence,Micael Jonsson and David A. Wardle 2008,Denis Mburu Njoroge,24/06/2020,Europe,Sweden,2006,Hornavan and Uddjaure large islands with shrubs ,66.09,17.55,Forest,572,low,N/A,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,69.225,absent,1,mesofauna,N/A,Surface ,365,long,"Bp,Ps,Pa","shrub, evergreen and Deciduous",Air dried,N/A,Whole leaf,3,three,equal,01:01:01,10,10,N/A,0.882,0.101,N/A,N/A,N/A,N/A,N/A,1.2,0.73,36.83,3.16,39.16,3.16,0.107287671,0.10090411,0.008657534,0.008657534
544,34,Context dependency of litter-mixing effects on decomposition and nutrient release across a long-term chronosequence,Micael Jonsson and David A. Wardle 2008,Denis Mburu Njoroge,24/06/2020,Europe,Sweden,2006,Hornavan and Uddjaure large islands with shrubs ,66.09,17.55,Forest,572,low,N/A,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,69.225,absent,1,mesofauna,N/A,Surface ,365,long,"Vm, Eh,Vv,Bp,Ps,Pa","shrub, evergreen and Deciduous",Air dried,N/A,Whole leaf,6,six,equal,1:1:1:1:1:1,10,10,N/A,0.873,0.094,N/A,N/A,N/A,N/A,N/A,1.2,0.73,37.645,3.16,39.53,3.16,0.10830137,0.103136986,0.008657534,0.008657534
545,35,Greater accumulation of litter in spruce (Picea abies) compared to beech (Fagus sylvatica) stands is not a consequence of the inherent recalcitrance of needles,Torsten W. Berger & Pétra Berger 2012,Denis Mburu Njoroge,25/06/2020,Europe,Austria,2004,Flysch and Molasse ,48.055,15.3946,Forest,1043,medium,N/A,N/A,Temperate,N/A,N/A,N/A,19.8,N/A,100,absent,1,mesofauna,1,Surface ,183,medium,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,equal,01:01,4,4,49.33,0.9,0.05,39.03,56.9,44.6,N/A,N/A,3,2.16,7.8805,3.607991131,7.3925,3.35,0.040396175,0.043062842,0.018306011,0.019715799
546,35,Greater accumulation of litter in spruce (Picea abies) compared to beech (Fagus sylvatica) stands is not a consequence of the inherent recalcitrance of needles,Torsten W. Berger & Pétra Berger 2012,Denis Mburu Njoroge,25/06/2020,Europe,Austria,2004,Flysch and Molasse ,48.055,15.3946,Forest,1043,medium,N/A,N/A,Temperate,N/A,N/A,N/A,19.8,N/A,100,absent,1,mesofauna,1,Surface ,365,long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,equal,01:01,4,4,49.33,0.9,0.05,39.03,56.9,44.6,N/A,N/A,3,1.365,22.5155,6.175193033,22.088,4.99,0.060515068,0.061686301,0.013671233,0.016918337
547,35,Greater accumulation of litter in spruce (Picea abies) compared to beech (Fagus sylvatica) stands is not a consequence of the inherent recalcitrance of needles,Torsten W. Berger & Pétra Berger 2012,Denis Mburu Njoroge,25/06/2020,Europe,Austria,2004,Flysch and Molasse ,48.055,15.3954,Forest,1043,medium,N/A,N/A,Temperate,N/A,N/A,N/A,19.8,N/A,100,absent,1,mesofauna,1,Surface ,730,very  long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,equal,01:01,4,4,49.33,0.9,0.05,39.03,56.9,44.6,N/A,N/A,3,1.26,38.309,12.10426094,36.88,10.91,0.050520548,0.052478082,0.014945205,0.016581179
548,35,Greater accumulation of litter in spruce (Picea abies) compared to beech (Fagus sylvatica) stands is not a consequence of the inherent recalcitrance of needles,Torsten W. Berger & Pétra Berger 2012,Denis Mburu Njoroge,25/06/2020,Europe,Austria,2004,Flysch and Molasse ,48.055,13.1836,Forest,1043,medium,N/A,N/A,Temperate,N/A,N/A,N/A,23.8,N/A,100,absent,1,mesofauna,1,Surface ,1095,very  long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,equal,01:01,4,4,51.02,1.27,0.06,45.73,43.2,38,N/A,N/A,3,1.815,47.972,13.51409431,44.0515,13.98,0.04022968,0.043810046,0.012767123,0.012341639
549,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Kreisbach Spruce,48.055,15.3946,Forest,850,low,N/A,N/A,Temperate,N/A,N/A,N/A,23.9,N/A,100,absent,1,mesofauna,1,Surface ,365,long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,different,03:01,4,4,49.49,0.91,0.06,33.32,54.6,36.3,N/A,N/A,4,2.89444,27.368,0.2,27.639,0.2,0.075723288,0.074980822,0.000547945,0.000547945
550,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Kreisbach Spruce,48.055,15.3946,Forest,850,low,N/A,N/A,Temperate,N/A,N/A,N/A,23.9,N/A,100,absent,1,mesofauna,1,Surface ,365,long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,equal,01:01,4,4,49.49,0.91,0.06,33.32,54.6,36.3,N/A,N/A,4,2.8992,24.266,2.37,27.52,2.37,0.07539726,0.066482192,0.006493151,0.006493151
551,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Kreisbach Spruce,48.055,15.3946,Forest,850,low,N/A,N/A,Temperate,N/A,N/A,N/A,23.9,N/A,100,absent,1,mesofauna,1,Surface ,365,long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,different,01:03,4,4,49.49,0.91,0.06,33.32,54.6,36.3,N/A,N/A,4,2.9474,21.16,3.75,26.315,3.75,0.07209589,0.057972603,0.010273973,0.010273973
552,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Kreisbach mixed ,48.055,15.3949,Forest,850,low,N/A,N/A,Temperate,N/A,N/A,N/A,23.9,N/A,100,absent,1,mesofauna,1,Surface ,365,long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,different,03:01,4,4,49.49,0.91,0.06,33.32,54.6,36.3,N/A,N/A,4,2.68476,24.884,5.82,32.881,5.82,0.090084932,0.068175342,0.015945205,0.015945205
553,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Kreisbach mixed ,48.055,15.3949,Forest,850,low,N/A,N/A,Temperate,N/A,N/A,N/A,23.9,N/A,100,absent,1,mesofauna,1,Surface ,365,long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,equal,01:01,4,4,49.49,0.91,0.06,33.32,54.6,36.3,N/A,N/A,4,2.65916,29.882,2.65,33.521,2.65,0.091838356,0.081868493,0.007260274,0.007260274
554,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Kreisbach mixed ,48.055,15.3949,Forest,850,low,N/A,N/A,Temperate,N/A,N/A,N/A,23.9,N/A,100,absent,1,mesofauna,1,Surface ,365,long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,different,01:03,4,4,49.49,0.91,0.06,33.32,54.6,36.3,N/A,N/A,4,2.79844,26.276,2.74,30.039,2.74,0.08229863,0.071989041,0.007506849,0.007506849
555,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Kreisbach Beech forest stand,48.055,15.3954,Forest,850,low,N/A,N/A,Temperate,N/A,N/A,N/A,23.9,N/A,100,absent,1,mesofauna,1,Surface ,365,long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,different,03:01,4,4,49.49,0.91,0.06,33.32,54.6,36.3,N/A,N/A,4,2.7614,27.114,2.8,30.965,2.8,0.084835616,0.074284932,0.007671233,0.007671233
556,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Kreisbach Beech forest stand,48.055,15.3954,Forest,850,low,N/A,N/A,Temperate,N/A,N/A,N/A,23.9,N/A,100,absent,1,mesofauna,1,Surface ,365,long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,equal,01:01,4,4,49.49,0.91,0.06,33.32,54.6,36.3,N/A,N/A,4,2.6534,27.194,4.71,33.665,4.71,0.092232877,0.07450411,0.01290411,0.01290411
557,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Kreisbach Beech forest stand,48.055,15.3954,Forest,850,low,N/A,N/A,Temperate,N/A,N/A,N/A,23.9,N/A,100,absent,1,mesofauna,1,Surface ,365,long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,different,01:03,4,4,49.49,0.91,0.06,33.32,54.6,36.3,N/A,N/A,4,2.84476,27.42,1.06,28.881,1.06,0.079126027,0.075123288,0.00290411,0.00290411
558,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Frauschereck spruce forest stand,48.0527,13.1836,Forest,1180,medium,N/A,N/A,Temperate,N/A,N/A,N/A,23.7,N/A,100,absent,1,mesofauna,1,Surface ,365,long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,different,03:01,4,4,50.8,0.85,0.07,36.41,60.2,44.2,N/A,N/A,4,3.05992,23.827,0.24,23.502,0.24,0.064389041,0.065279452,0.000657534,0.000657534
559,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Frauschereck spruce forest stand,48.0527,13.1836,Forest,1180,medium,N/A,N/A,Temperate,N/A,N/A,N/A,23.7,N/A,100,absent,1,mesofauna,1,Surface ,365,long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,equal,01:01,4,4,50.8,0.85,0.07,36.41,60.2,44.2,N/A,N/A,4,3.14716,22.189,0.63,21.321,0.63,0.058413699,0.060791781,0.001726027,0.001726027
560,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Frauschereck spruce forest stand,48.0527,13.1836,Forest,1180,medium,N/A,N/A,Temperate,N/A,N/A,N/A,23.7,N/A,100,absent,1,mesofauna,1,Surface ,365,long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,different,01:03,4,4,50.8,0.85,0.07,36.41,60.2,44.2,N/A,N/A,4,3.19964,20.551,0.39,20.009,0.39,0.054819178,0.05630411,0.001068493,0.001068493
561,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Frauschereck spruce forest stand,48.0527,13.1836,Forest,1180,medium,N/A,N/A,Temperate,N/A,N/A,N/A,23.7,N/A,100,absent,1,mesofauna,1,Surface ,365,long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,different,03:01,4,4,50.8,0.85,0.07,36.41,60.2,44.2,N/A,N/A,4,2.90664,29.259,1.4,27.334,1.4,0.074887671,0.080161644,0.003835616,0.003835616
562,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Frauschereck spruce forest stand,48.0527,13.1836,Forest,1180,medium,N/A,N/A,Temperate,N/A,N/A,N/A,23.7,N/A,100,absent,1,mesofauna,1,Surface ,365,long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,equal,01:01,4,4,50.8,0.85,0.07,36.41,60.2,44.2,N/A,N/A,4,3.01556,27.702,2.25,24.611,2.25,0.067427397,0.07589589,0.006164384,0.006164384
563,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Frauschereck spruce forest stand,48.0527,13.1836,Forest,1180,medium,N/A,N/A,Temperate,N/A,N/A,N/A,23.7,N/A,100,absent,1,mesofauna,1,Surface ,365,long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,different,01:03,4,4,50.8,0.85,0.07,36.41,60.2,44.2,N/A,N/A,4,2.87716,26.145,1.4,28.071,1.4,0.076906849,0.071630137,0.003835616,0.003835616
564,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Frauschereck spruce forest stand,48.0527,13.1836,Forest,1180,medium,N/A,N/A,Temperate,N/A,N/A,N/A,23.7,N/A,100,absent,1,mesofauna,1,Surface ,365,long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,different,03:01,4,4,50.8,0.85,0.07,36.41,60.2,44.2,N/A,N/A,4,2.7924,30.515,0.23,30.19,0.23,0.082712329,0.08360274,0.000630137,0.000630137
565,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Frauschereck spruce forest stand,48.0527,13.1836,Forest,1180,medium,N/A,N/A,Temperate,N/A,N/A,N/A,23.7,N/A,100,absent,1,mesofauna,1,Surface ,365,long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,equal,01:01,4,4,50.8,0.85,0.07,36.41,60.2,44.2,N/A,N/A,4,2.8536,28.985,0.23,28.66,0.23,0.078520548,0.079410959,0.000630137,0.000630137
566,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Frauschereck spruce forest stand,48.0527,13.1836,Forest,1180,medium,N/A,N/A,Temperate,N/A,N/A,N/A,23.7,N/A,100,absent,1,mesofauna,1,Surface ,365,long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,different,01:03,4,4,50.8,0.85,0.07,36.41,60.2,44.2,N/A,N/A,4,2.78028,27.455,2.21,30.493,2.21,0.083542466,0.075219178,0.006054795,0.006054795
567,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Kreisbach Spruce,48.055,15.3946,Forest,850,low,N/A,N/A,Temperate,N/A,N/A,N/A,23.9,N/A,100,absent,1,mesofauna,1,Surface ,730,very  long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,different,03:01,4,4,49.49,0.91,0.06,33.32,54.6,36.3,N/A,N/A,4,2.76,29,1.46,31,1.46,0.042465753,0.039726027,0.002,0.002
568,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Kreisbach Spruce,48.055,15.3946,Forest,850,low,N/A,N/A,Temperate,N/A,N/A,N/A,23.9,N/A,100,absent,1,mesofauna,1,Surface ,730,very  long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,equal,01:01,4,4,49.49,0.91,0.06,33.32,54.6,36.3,N/A,N/A,4,2.64,29,3.64,34,3.64,0.046575342,0.039726027,0.004986301,0.004986301
569,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Kreisbach Spruce,48.055,15.3946,Forest,850,low,N/A,N/A,Temperate,N/A,N/A,N/A,23.9,N/A,100,absent,1,mesofauna,1,Surface ,730,very  long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,different,01:03,4,4,49.49,0.91,0.06,33.32,54.6,36.3,N/A,N/A,4,2.64,29,3.64,34,3.64,0.046575342,0.039726027,0.004986301,0.004986301
570,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Kreisbach mixed ,48.055,15.3949,Forest,850,low,N/A,N/A,Temperate,N/A,N/A,N/A,23.9,N/A,100,absent,1,mesofauna,1,Surface ,730,very  long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,different,03:01,4,4,49.49,0.91,0.06,33.32,54.6,36.3,N/A,N/A,4,2.16,49.25,2.37,46,2.37,0.063013699,0.067465753,0.003246575,0.003246575
571,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Kreisbach mixed ,48.055,15.3949,Forest,850,low,N/A,N/A,Temperate,N/A,N/A,N/A,23.9,N/A,100,absent,1,mesofauna,1,Surface ,730,very  long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,equal,01:01,4,4,49.49,0.91,0.06,33.32,54.6,36.3,N/A,N/A,4,1.96,49.5,1.1,51,1.1,0.069863014,0.067808219,0.001506849,0.001506849
572,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Kreisbach mixed ,48.055,15.3949,Forest,850,low,N/A,N/A,Temperate,N/A,N/A,N/A,23.9,N/A,100,absent,1,mesofauna,1,Surface ,730,very  long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,different,01:03,4,4,49.49,0.91,0.06,33.32,54.6,36.3,N/A,N/A,4,1.88,49.75,2.36,53,2.36,0.07260274,0.068150685,0.003232877,0.003232877
573,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Kreisbach Beech forest stand,48.055,15.3954,Forest,850,low,N/A,N/A,Temperate,N/A,N/A,N/A,23.9,N/A,100,absent,1,mesofauna,1,Surface ,730,very  long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,different,03:01,4,4,49.49,0.91,0.06,33.32,54.6,36.3,N/A,N/A,4,1.92,47.25,3.46,52,3.46,0.071232877,0.064726027,0.004739726,0.004739726
574,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Kreisbach Beech forest stand,48.055,15.3954,Forest,850,low,N/A,N/A,Temperate,N/A,N/A,N/A,23.9,N/A,100,absent,1,mesofauna,1,Surface ,730,very  long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,equal,01:01,4,4,49.49,0.91,0.06,33.32,54.6,36.3,N/A,N/A,4,2,46.5,2.55,50,2.55,0.068493151,0.06369863,0.003493151,0.003493151
575,36,Does mixing of beech (Fagus sylvatica) and spruce (Picea abies) litter hasten decomposition?,Torsten W. Berger & Pétra Berger 2014,Denis Mburu Njoroge,26/06/2020,Europe,Austria,2005,Kreisbach Beech forest stand,48.055,15.3954,Forest,850,low,N/A,N/A,Temperate,N/A,N/A,N/A,23.9,N/A,100,absent,1,mesofauna,1,Surface ,730,very  long,"Pa,Fs",Deciduous and evergreen ,Oven dried,50,Whole leaf,2,two,different,01:03,4,4,49.49,0.91,0.06,33.32,54.6,36.3,N/A,N/A,4,1.96,45.75,3.82,51,3.82,0.069863014,0.062671233,0.005232877,0.005232877
